case_id,customer_id,customer_name,amount,payment_status,failure_reason,retry_count,previous_success_rate,days_overdue,checkout_abandoned,expected_action
CASE_07872,CUST_07872,Kelli Collins,2499,ABANDONED,NONE,0,0.43,10,True,SEND_PAYMENT_LINK
CASE_07873,CUST_07873,Maria Flores,4999,FAILED,TIMEOUT,1,0.48,20,False,SEND_PAYMENT_LINK
CASE_07874,CUST_07874,Shawn Dennis,15000,FAILED,BANK_ERROR,0,0.99,45,False,ESCALATE_HUMAN
CASE_07875,CUST_07875,Brandon Reid,1499,FAILED,CARD_DECLINED,0,0.93,0,False,SEND_PAYMENT_LINK
CASE_07876,CUST_07876,Seth Clarke,100000,FAILED,BANK_ERROR,3,0.78,5,False,STOP
CASE_07877,CUST_07877,Michael Yoder,1499,FAILED,TIMEOUT,1,0.87,45,False,ESCALATE_HUMAN
CASE_07878,CUST_07878,Diana Hamilton,100000,FAILED,INSUFFICIENT_FUNDS,1,0.59,0,False,ESCALATE_HUMAN
CASE_07879,CUST_07879,Danielle Edwards,75000,FAILED,NETWORK_ERROR,0,0.61,20,False,ESCALATE_HUMAN
CASE_07880,CUST_07880,Jo Pugh,7999,FAILED,TIMEOUT,0,0.62,0,False,SEND_PAYMENT_LINK
CASE_07881,CUST_07881,Brittney Green,50000,ABANDONED,NONE,0,0.89,45,True,ESCALATE_HUMAN
CASE_07882,CUST_07882,Adam Martinez,2499,FAILED,TIMEOUT,1,0.3,10,False,SEND_PAYMENT_LINK
CASE_07883,CUST_07883,Diane Hayes,499,FAILED,NETWORK_ERROR,2,0.67,0,False,RETRY_PAYMENT
CASE_07884,CUST_07884,Eduardo Mayer,499,FAILED,NETWORK_ERROR,2,0.56,15,False,RETRY_PAYMENT
CASE_07885,CUST_07885,Victoria Harris,4999,ABANDONED,NONE,1,0.71,45,True,ESCALATE_HUMAN
CASE_07886,CUST_07886,Mary Graves,999,FAILED,NETWORK_ERROR,0,0.83,20,False,RETRY_PAYMENT
CASE_07887,CUST_07887,Eric Webb,499,FAILED,INSUFFICIENT_FUNDS,3,0.37,10,False,STOP
CASE_07888,CUST_07888,Jared Herrera,999,FAILED,CARD_DECLINED,3,0.21,0,False,STOP
CASE_07889,CUST_07889,Mrs. Ashley Daniels,100000,ABANDONED,NONE,3,0.86,20,True,STOP
CASE_07890,CUST_07890,Michael Johnson,75000,FAILED,INSUFFICIENT_FUNDS,1,0.99,30,False,ESCALATE_HUMAN
CASE_07891,CUST_07891,Robert Mathews,9999,ABANDONED,NONE,0,0.84,0,True,SEND_PAYMENT_LINK
CASE_07892,CUST_07892,Fernando Shepard,4999,FAILED,INSUFFICIENT_FUNDS,3,0.68,0,False,STOP
CASE_07893,CUST_07893,Alexis Jimenez,25000,FAILED,INSUFFICIENT_FUNDS,1,0.38,20,False,SEND_PAYMENT_LINK
CASE_07894,CUST_07894,Robert Hayes,50000,ABANDONED,NONE,2,0.57,15,True,SEND_PAYMENT_LINK
CASE_07895,CUST_07895,Allison Thompson,4999,ABANDONED,NONE,0,0.51,5,True,SEND_PAYMENT_LINK
CASE_07896,CUST_07896,Carla Turner,4999,FAILED,NETWORK_ERROR,0,0.5,5,False,SEND_PAYMENT_LINK
CASE_07897,CUST_07897,Ashley Mercado,25000,FAILED,INSUFFICIENT_FUNDS,3,0.67,20,False,STOP
CASE_07898,CUST_07898,Janet Johnson,100000,FAILED,CARD_DECLINED,0,0.61,15,False,ESCALATE_HUMAN
CASE_07899,CUST_07899,Tammy Orr,25000,FAILED,INSUFFICIENT_FUNDS,0,0.43,0,False,SEND_PAYMENT_LINK
CASE_07900,CUST_07900,Pamela Rodriguez,2499,ABANDONED,NONE,1,0.95,45,True,ESCALATE_HUMAN
CASE_07901,CUST_07901,Michael Everett,15000,FAILED,INSUFFICIENT_FUNDS,0,0.31,20,False,SEND_PAYMENT_LINK
CASE_07902,CUST_07902,Christopher Richardson,999,FAILED,NETWORK_ERROR,0,0.89,0,False,RETRY_PAYMENT
CASE_07903,CUST_07903,Dr. Jeanne Thompson,75000,FAILED,TIMEOUT,2,0.44,0,False,ESCALATE_HUMAN
CASE_07904,CUST_07904,Wanda Clark,75000,FAILED,TIMEOUT,1,0.42,15,False,ESCALATE_HUMAN
CASE_07905,CUST_07905,Brenda Reed,7999,ABANDONED,NONE,0,0.94,30,True,ESCALATE_HUMAN
CASE_07906,CUST_07906,Jennifer Pope,1499,FAILED,NETWORK_ERROR,3,0.83,45,False,STOP
CASE_07907,CUST_07907,Anthony Sandoval,15000,FAILED,BANK_ERROR,0,0.51,5,False,SEND_PAYMENT_LINK
CASE_07908,CUST_07908,Frances Foster,7999,ABANDONED,NONE,1,0.55,0,True,SEND_PAYMENT_LINK
CASE_07909,CUST_07909,Diane Gonzalez MD,75000,FAILED,TIMEOUT,0,0.43,5,False,ESCALATE_HUMAN
CASE_07910,CUST_07910,Daniel Martinez DDS,9999,ABANDONED,NONE,3,0.59,20,True,STOP
CASE_07911,CUST_07911,Alexandria Schneider,15000,FAILED,CARD_DECLINED,1,0.79,0,False,SEND_PAYMENT_LINK
CASE_07912,CUST_07912,James Smith,4999,ABANDONED,NONE,3,0.37,0,True,STOP
CASE_07913,CUST_07913,Holly Rogers,50000,ABANDONED,NONE,3,0.45,30,True,STOP
CASE_07914,CUST_07914,Mrs. Melissa Lawson DVM,50000,FAILED,BANK_ERROR,0,0.87,10,False,RETRY_PAYMENT
CASE_07915,CUST_07915,Yvonne Yang,7999,FAILED,TIMEOUT,1,0.63,10,False,SEND_PAYMENT_LINK
CASE_07916,CUST_07916,Angel Campbell,2499,FAILED,NETWORK_ERROR,3,0.52,10,False,STOP
CASE_07917,CUST_07917,Elizabeth Perez,999,FAILED,NETWORK_ERROR,3,0.59,45,False,STOP
CASE_07918,CUST_07918,Jonathan Villa,25000,ABANDONED,NONE,3,0.68,0,True,STOP
CASE_07919,CUST_07919,Cheryl Martinez,25000,ABANDONED,NONE,3,0.39,0,True,STOP
CASE_07920,CUST_07920,John Berry,4999,FAILED,CARD_DECLINED,1,0.46,0,False,SEND_PAYMENT_LINK
CASE_07921,CUST_07921,Lauren Stevens,100000,FAILED,CARD_DECLINED,0,0.75,10,False,ESCALATE_HUMAN
CASE_07922,CUST_07922,Mr. Tyler Leon MD,4999,ABANDONED,NONE,2,0.35,0,True,SEND_PAYMENT_LINK
CASE_07923,CUST_07923,Matthew Edwards,15000,FAILED,INSUFFICIENT_FUNDS,2,0.42,0,False,SEND_PAYMENT_LINK
CASE_07924,CUST_07924,James Rodriguez,15000,ABANDONED,NONE,0,0.25,15,True,SEND_PAYMENT_LINK
CASE_07925,CUST_07925,Robert Schmidt,4999,ABANDONED,NONE,1,0.64,10,True,SEND_PAYMENT_LINK
CASE_07926,CUST_07926,Jennifer Barnett,499,ABANDONED,NONE,2,0.98,5,True,SEND_PAYMENT_LINK
CASE_07927,CUST_07927,Jean Patel,50000,FAILED,INSUFFICIENT_FUNDS,3,0.84,5,False,STOP
CASE_07928,CUST_07928,Sharon Estrada,15000,FAILED,CARD_DECLINED,0,0.38,20,False,SEND_PAYMENT_LINK
CASE_07929,CUST_07929,Yolanda Mueller,25000,FAILED,TIMEOUT,2,0.63,30,False,ESCALATE_HUMAN
CASE_07930,CUST_07930,Kenneth Gonzalez,15000,FAILED,NETWORK_ERROR,2,0.22,5,False,SEND_PAYMENT_LINK
CASE_07931,CUST_07931,Alexandra Martin,50000,FAILED,CARD_DECLINED,1,0.99,20,False,SEND_PAYMENT_LINK
CASE_07932,CUST_07932,Daniel Lopez,15000,ABANDONED,NONE,2,0.82,20,True,SEND_PAYMENT_LINK
CASE_07933,CUST_07933,Alyssa Moore,2499,FAILED,NETWORK_ERROR,3,0.25,20,False,STOP
CASE_07934,CUST_07934,Victoria Owen,1499,ABANDONED,NONE,3,0.78,45,True,STOP
CASE_07935,CUST_07935,Christopher Williams,9999,FAILED,NETWORK_ERROR,1,0.84,45,False,ESCALATE_HUMAN
CASE_07936,CUST_07936,Savannah Banks,9999,FAILED,CARD_DECLINED,0,0.39,5,False,SEND_PAYMENT_LINK
CASE_07937,CUST_07937,Sarah Wilson,1499,ABANDONED,NONE,1,0.44,45,True,ESCALATE_HUMAN
CASE_07938,CUST_07938,Melissa Everett,9999,FAILED,TIMEOUT,2,0.52,15,False,SEND_PAYMENT_LINK
CASE_07939,CUST_07939,Daniel Little,4999,ABANDONED,NONE,3,0.22,15,True,STOP
CASE_07940,CUST_07940,Hailey Watson,2499,ABANDONED,NONE,2,0.42,5,True,SEND_PAYMENT_LINK
CASE_07941,CUST_07941,William Luna,4999,FAILED,INSUFFICIENT_FUNDS,0,0.31,30,False,ESCALATE_HUMAN
CASE_07942,CUST_07942,Julie Moon,9999,FAILED,TIMEOUT,0,0.88,0,False,RETRY_PAYMENT
CASE_07943,CUST_07943,Justin Clark,25000,FAILED,INSUFFICIENT_FUNDS,1,0.63,0,False,SEND_PAYMENT_LINK
CASE_07944,CUST_07944,Joann Johnson,75000,FAILED,TIMEOUT,2,0.4,20,False,ESCALATE_HUMAN
CASE_07945,CUST_07945,Henry Sanders,7999,FAILED,INSUFFICIENT_FUNDS,2,0.52,20,False,SEND_PAYMENT_LINK
CASE_07946,CUST_07946,Tamara Burgess,50000,ABANDONED,NONE,0,0.23,0,True,SEND_PAYMENT_LINK
CASE_07947,CUST_07947,Karen Dickerson,50000,FAILED,BANK_ERROR,1,0.27,15,False,SEND_PAYMENT_LINK
CASE_07948,CUST_07948,Casey Solomon,1499,FAILED,TIMEOUT,2,0.91,0,False,RETRY_PAYMENT
CASE_07949,CUST_07949,Colin Palmer,7999,ABANDONED,NONE,2,0.61,10,True,SEND_PAYMENT_LINK
CASE_07950,CUST_07950,Kenneth Moore,100000,FAILED,NETWORK_ERROR,3,0.61,0,False,STOP
CASE_07951,CUST_07951,Billy Miller,75000,FAILED,NETWORK_ERROR,3,0.85,5,False,STOP
CASE_07952,CUST_07952,Javier Johnston,2499,FAILED,BANK_ERROR,2,0.55,10,False,SEND_PAYMENT_LINK
CASE_07953,CUST_07953,Karen Beasley,499,FAILED,CARD_DECLINED,2,0.41,15,False,SEND_PAYMENT_LINK
CASE_07954,CUST_07954,Megan Hughes,15000,ABANDONED,NONE,3,0.27,0,True,STOP
CASE_07955,CUST_07955,Amanda Davis,50000,FAILED,TIMEOUT,3,0.43,0,False,STOP
CASE_07956,CUST_07956,Brenda Owens,2499,FAILED,CARD_DECLINED,2,0.25,30,False,ESCALATE_HUMAN
CASE_07957,CUST_07957,William Higgins,2499,FAILED,NETWORK_ERROR,2,0.86,5,False,RETRY_PAYMENT
CASE_07958,CUST_07958,Cindy Curtis,4999,ABANDONED,NONE,2,0.76,15,True,SEND_PAYMENT_LINK
CASE_07959,CUST_07959,Sandra Smith,4999,ABANDONED,NONE,0,0.3,0,True,SEND_PAYMENT_LINK
CASE_07960,CUST_07960,Ashley Mcgrath,2499,FAILED,NETWORK_ERROR,3,0.74,20,False,STOP
CASE_07961,CUST_07961,Laura Blackwell,4999,FAILED,TIMEOUT,0,0.9,45,False,ESCALATE_HUMAN
CASE_07962,CUST_07962,Donna Fischer,50000,FAILED,CARD_DECLINED,0,0.91,5,False,SEND_PAYMENT_LINK
CASE_07963,CUST_07963,Barbara Reed,2499,FAILED,INSUFFICIENT_FUNDS,1,0.47,20,False,SEND_PAYMENT_LINK
CASE_07964,CUST_07964,Jessica Willis,1499,ABANDONED,NONE,0,0.6,45,True,ESCALATE_HUMAN
CASE_07965,CUST_07965,Sydney Hicks,999,FAILED,CARD_DECLINED,2,0.98,30,False,ESCALATE_HUMAN
CASE_07966,CUST_07966,Alicia Schneider,7999,FAILED,BANK_ERROR,2,0.82,30,False,ESCALATE_HUMAN
CASE_07967,CUST_07967,Mark Olson,75000,FAILED,CARD_DECLINED,0,0.6,15,False,ESCALATE_HUMAN
CASE_07968,CUST_07968,Amanda Ortiz,499,FAILED,CARD_DECLINED,1,0.74,0,False,SEND_PAYMENT_LINK
CASE_07969,CUST_07969,Robert Johnson,7999,FAILED,INSUFFICIENT_FUNDS,3,0.77,0,False,STOP
CASE_07970,CUST_07970,Oscar Orozco,1499,FAILED,NETWORK_ERROR,0,0.73,20,False,RETRY_PAYMENT
CASE_07971,CUST_07971,Tanya Evans,50000,FAILED,CARD_DECLINED,3,0.37,30,False,STOP
CASE_07972,CUST_07972,Stanley Mcgrath,1499,FAILED,BANK_ERROR,0,0.39,15,False,SEND_PAYMENT_LINK
CASE_07973,CUST_07973,Rachel Evans,25000,FAILED,NETWORK_ERROR,2,0.38,10,False,SEND_PAYMENT_LINK
CASE_07974,CUST_07974,Christy Weaver,4999,FAILED,CARD_DECLINED,0,0.75,10,False,SEND_PAYMENT_LINK
CASE_07975,CUST_07975,Vincent Campbell,75000,FAILED,TIMEOUT,1,0.82,5,False,ESCALATE_HUMAN
CASE_07976,CUST_07976,Garrett Williams,999,FAILED,TIMEOUT,3,0.65,5,False,STOP
CASE_07977,CUST_07977,Melissa White,499,FAILED,BANK_ERROR,0,0.88,5,False,RETRY_PAYMENT
CASE_07978,CUST_07978,Sean Walton,4999,FAILED,BANK_ERROR,1,0.9,0,False,RETRY_PAYMENT
CASE_07979,CUST_07979,Brandon Alvarado,499,FAILED,INSUFFICIENT_FUNDS,2,0.77,20,False,SEND_PAYMENT_LINK
CASE_07980,CUST_07980,Scott Duffy,1499,FAILED,CARD_DECLINED,3,0.5,15,False,STOP
CASE_07981,CUST_07981,David Villanueva,100000,ABANDONED,NONE,1,0.87,5,True,ESCALATE_HUMAN
CASE_07982,CUST_07982,Nicole Reyes,50000,FAILED,CARD_DECLINED,2,0.37,0,False,SEND_PAYMENT_LINK
CASE_07983,CUST_07983,Earl Watson,7999,FAILED,CARD_DECLINED,2,0.81,45,False,ESCALATE_HUMAN
CASE_07984,CUST_07984,William Frey,15000,FAILED,CARD_DECLINED,0,0.74,15,False,SEND_PAYMENT_LINK
CASE_07985,CUST_07985,Joseph Boyd,15000,FAILED,CARD_DECLINED,1,0.68,45,False,ESCALATE_HUMAN
CASE_07986,CUST_07986,Kelsey Le,2499,FAILED,TIMEOUT,3,0.85,45,False,STOP
CASE_07987,CUST_07987,David Roberts,4999,ABANDONED,NONE,0,0.87,10,True,SEND_PAYMENT_LINK
CASE_07988,CUST_07988,Julie Harris,7999,ABANDONED,NONE,1,0.74,20,True,SEND_PAYMENT_LINK
CASE_07989,CUST_07989,Melissa Nelson,75000,ABANDONED,NONE,0,0.92,0,True,ESCALATE_HUMAN
CASE_07990,CUST_07990,Thomas Erickson,15000,FAILED,CARD_DECLINED,3,0.49,30,False,STOP
CASE_07991,CUST_07991,Arthur Howard,7999,FAILED,CARD_DECLINED,0,0.73,0,False,SEND_PAYMENT_LINK
CASE_07992,CUST_07992,Norma Hart,15000,FAILED,BANK_ERROR,0,0.4,0,False,SEND_PAYMENT_LINK
CASE_07993,CUST_07993,Melissa Higgins,15000,FAILED,BANK_ERROR,0,0.71,10,False,SEND_PAYMENT_LINK
CASE_07994,CUST_07994,Andrea Mueller,4999,ABANDONED,NONE,3,0.35,0,True,STOP
CASE_07995,CUST_07995,Stephanie Kelly,499,FAILED,INSUFFICIENT_FUNDS,2,0.86,10,False,SEND_PAYMENT_LINK
CASE_07996,CUST_07996,Stacey Hill,499,ABANDONED,NONE,1,0.71,30,True,ESCALATE_HUMAN
CASE_07997,CUST_07997,Danielle Torres,999,FAILED,TIMEOUT,0,0.34,5,False,SEND_PAYMENT_LINK
CASE_07998,CUST_07998,Gregory Mcguire MD,9999,ABANDONED,NONE,1,0.69,0,True,SEND_PAYMENT_LINK
CASE_07999,CUST_07999,Ruben Ramirez,100000,ABANDONED,NONE,2,0.94,20,True,ESCALATE_HUMAN
CASE_08000,CUST_08000,Bradley Howe,999,ABANDONED,NONE,3,0.73,10,True,STOP
CASE_08001,CUST_08001,Dr. Zachary Atkinson,15000,FAILED,TIMEOUT,3,0.76,5,False,STOP
CASE_08002,CUST_08002,David Miller,7999,FAILED,NETWORK_ERROR,2,0.54,0,False,SEND_PAYMENT_LINK
CASE_08003,CUST_08003,Erin Kline,100000,FAILED,CARD_DECLINED,1,0.29,5,False,ESCALATE_HUMAN
CASE_08004,CUST_08004,Melissa Faulkner,499,FAILED,TIMEOUT,3,0.26,45,False,STOP
CASE_08005,CUST_08005,Katelyn Burke,2499,FAILED,TIMEOUT,2,0.33,0,False,SEND_PAYMENT_LINK
CASE_08006,CUST_08006,Nicholas Lopez,499,ABANDONED,NONE,2,0.26,20,True,SEND_PAYMENT_LINK
CASE_08007,CUST_08007,Thomas Brown,9999,FAILED,BANK_ERROR,0,0.64,0,False,SEND_PAYMENT_LINK
CASE_08008,CUST_08008,April Campbell,1499,FAILED,TIMEOUT,3,0.59,5,False,STOP
CASE_08009,CUST_08009,Heather Allen,1499,FAILED,NETWORK_ERROR,2,0.99,30,False,ESCALATE_HUMAN
CASE_08010,CUST_08010,Melissa Contreras,999,FAILED,NETWORK_ERROR,0,0.83,0,False,RETRY_PAYMENT
CASE_08011,CUST_08011,Mario Coleman,9999,ABANDONED,NONE,1,0.59,30,True,ESCALATE_HUMAN
CASE_08012,CUST_08012,Debbie Warren,25000,FAILED,TIMEOUT,2,0.3,0,False,SEND_PAYMENT_LINK
CASE_08013,CUST_08013,Madison Obrien,499,FAILED,NETWORK_ERROR,1,0.85,0,False,RETRY_PAYMENT
CASE_08014,CUST_08014,Cody Martinez,25000,FAILED,NETWORK_ERROR,0,0.78,0,False,RETRY_PAYMENT
CASE_08015,CUST_08015,Rebecca Sutton,15000,FAILED,INSUFFICIENT_FUNDS,3,0.42,20,False,STOP
CASE_08016,CUST_08016,Jeffrey Garrett,100000,FAILED,CARD_DECLINED,2,0.56,15,False,ESCALATE_HUMAN
CASE_08017,CUST_08017,Jermaine English,15000,FAILED,BANK_ERROR,1,0.52,30,False,ESCALATE_HUMAN
CASE_08018,CUST_08018,Terri Bautista,100000,FAILED,CARD_DECLINED,2,0.81,0,False,ESCALATE_HUMAN
CASE_08019,CUST_08019,James Martin,499,FAILED,NETWORK_ERROR,2,0.63,20,False,RETRY_PAYMENT
CASE_08020,CUST_08020,Troy Mcdonald,2499,FAILED,CARD_DECLINED,0,0.43,5,False,SEND_PAYMENT_LINK
CASE_08021,CUST_08021,Karen Rogers,2499,FAILED,BANK_ERROR,0,0.41,45,False,ESCALATE_HUMAN
CASE_08022,CUST_08022,Elizabeth Jacobs,1499,FAILED,NETWORK_ERROR,0,0.2,0,False,SEND_PAYMENT_LINK
CASE_08023,CUST_08023,Taylor Flores,9999,ABANDONED,NONE,2,0.47,30,True,ESCALATE_HUMAN
CASE_08024,CUST_08024,Jerome Chambers,7999,FAILED,CARD_DECLINED,3,0.84,0,False,STOP
CASE_08025,CUST_08025,Jasmine Norman,9999,FAILED,CARD_DECLINED,1,0.47,0,False,SEND_PAYMENT_LINK
CASE_08026,CUST_08026,Donna Butler,15000,FAILED,BANK_ERROR,0,0.35,15,False,SEND_PAYMENT_LINK
CASE_08027,CUST_08027,Ashley Williams,25000,FAILED,TIMEOUT,3,0.84,0,False,STOP
CASE_08028,CUST_08028,Nicole Hall,9999,FAILED,BANK_ERROR,0,0.64,0,False,SEND_PAYMENT_LINK
CASE_08029,CUST_08029,Stephen Summers,100000,FAILED,CARD_DECLINED,0,0.63,45,False,ESCALATE_HUMAN
CASE_08030,CUST_08030,David Brown,100000,ABANDONED,NONE,0,0.29,15,True,ESCALATE_HUMAN
CASE_08031,CUST_08031,Linda Lewis,25000,FAILED,INSUFFICIENT_FUNDS,2,0.76,5,False,SEND_PAYMENT_LINK
CASE_08032,CUST_08032,Michael Torres,499,ABANDONED,NONE,2,0.75,30,True,ESCALATE_HUMAN
CASE_08033,CUST_08033,John Paul,15000,FAILED,TIMEOUT,0,0.31,0,False,SEND_PAYMENT_LINK
CASE_08034,CUST_08034,Mary Williams,100000,ABANDONED,NONE,0,0.2,45,True,ESCALATE_HUMAN
CASE_08035,CUST_08035,Sean Schmitt,999,ABANDONED,NONE,3,0.92,5,True,STOP
CASE_08036,CUST_08036,Timothy Young,7999,FAILED,TIMEOUT,2,0.32,20,False,SEND_PAYMENT_LINK
CASE_08037,CUST_08037,Walter Tran,15000,FAILED,NETWORK_ERROR,0,0.26,30,False,ESCALATE_HUMAN
CASE_08038,CUST_08038,Charles Rivera,499,ABANDONED,NONE,3,0.62,20,True,STOP
CASE_08039,CUST_08039,Jill Lewis,4999,ABANDONED,NONE,2,0.28,30,True,ESCALATE_HUMAN
CASE_08040,CUST_08040,Samuel Smith,2499,FAILED,CARD_DECLINED,2,0.54,15,False,SEND_PAYMENT_LINK
CASE_08041,CUST_08041,David Mcdaniel,2499,ABANDONED,NONE,2,0.98,15,True,SEND_PAYMENT_LINK
CASE_08042,CUST_08042,Taylor Christensen,1499,FAILED,NETWORK_ERROR,3,0.94,45,False,STOP
CASE_08043,CUST_08043,Jay Scott,50000,ABANDONED,NONE,3,0.85,5,True,STOP
CASE_08044,CUST_08044,Colin Johnson,75000,FAILED,TIMEOUT,3,0.7,20,False,STOP
CASE_08045,CUST_08045,Melissa Harris,499,FAILED,BANK_ERROR,1,0.73,0,False,RETRY_PAYMENT
CASE_08046,CUST_08046,Marvin Marsh,75000,FAILED,CARD_DECLINED,2,0.77,0,False,ESCALATE_HUMAN
CASE_08047,CUST_08047,Kyle Osborne,75000,ABANDONED,NONE,0,0.48,0,True,ESCALATE_HUMAN
CASE_08048,CUST_08048,Michelle Berger,50000,ABANDONED,NONE,1,0.31,0,True,SEND_PAYMENT_LINK
CASE_08049,CUST_08049,Sharon Jackson,75000,FAILED,NETWORK_ERROR,3,0.32,20,False,STOP
CASE_08050,CUST_08050,Jacob Martinez,999,FAILED,INSUFFICIENT_FUNDS,2,0.75,5,False,SEND_PAYMENT_LINK
CASE_08051,CUST_08051,Heather Harris,2499,FAILED,TIMEOUT,3,0.3,0,False,STOP
CASE_08052,CUST_08052,Jennifer Clark,9999,FAILED,CARD_DECLINED,0,0.46,20,False,SEND_PAYMENT_LINK
CASE_08053,CUST_08053,Tyler Dennis,9999,FAILED,BANK_ERROR,0,0.98,45,False,ESCALATE_HUMAN
CASE_08054,CUST_08054,Nathaniel Baker,499,FAILED,TIMEOUT,1,0.41,5,False,SEND_PAYMENT_LINK
CASE_08055,CUST_08055,David Lee,4999,FAILED,NETWORK_ERROR,1,0.46,45,False,ESCALATE_HUMAN
CASE_08056,CUST_08056,Danny Lee,499,ABANDONED,NONE,3,0.69,5,True,STOP
CASE_08057,CUST_08057,Michael Jackson,4999,ABANDONED,NONE,1,0.44,10,True,SEND_PAYMENT_LINK
CASE_08058,CUST_08058,Regina Watts,999,ABANDONED,NONE,3,0.51,0,True,STOP
CASE_08059,CUST_08059,Maria Duncan,25000,ABANDONED,NONE,2,0.39,20,True,SEND_PAYMENT_LINK
CASE_08060,CUST_08060,Stephanie Hudson,4999,ABANDONED,NONE,2,0.3,5,True,SEND_PAYMENT_LINK
CASE_08061,CUST_08061,Jennifer Gutierrez,1499,ABANDONED,NONE,1,0.78,45,True,ESCALATE_HUMAN
CASE_08062,CUST_08062,Kevin Parker,15000,FAILED,CARD_DECLINED,1,0.67,15,False,SEND_PAYMENT_LINK
CASE_08063,CUST_08063,Jerry Foster,999,ABANDONED,NONE,1,0.65,0,True,SEND_PAYMENT_LINK
CASE_08064,CUST_08064,Brent Griffin,25000,FAILED,INSUFFICIENT_FUNDS,2,0.62,0,False,SEND_PAYMENT_LINK
CASE_08065,CUST_08065,Kristin Summers,9999,FAILED,NETWORK_ERROR,3,0.92,5,False,STOP
CASE_08066,CUST_08066,Adam Bryant,999,FAILED,INSUFFICIENT_FUNDS,0,0.3,45,False,ESCALATE_HUMAN
CASE_08067,CUST_08067,Andrew Garcia,15000,ABANDONED,NONE,3,0.38,0,True,STOP
CASE_08068,CUST_08068,David Gomez,4999,FAILED,CARD_DECLINED,3,0.98,10,False,STOP
CASE_08069,CUST_08069,Lori David,4999,ABANDONED,NONE,3,0.47,0,True,STOP
CASE_08070,CUST_08070,Benjamin Spears,1499,FAILED,NETWORK_ERROR,3,0.61,15,False,STOP
CASE_08071,CUST_08071,Alexander Yang,999,ABANDONED,NONE,1,0.25,15,True,SEND_PAYMENT_LINK
CASE_08072,CUST_08072,Jeffrey Smith,999,ABANDONED,NONE,0,0.4,0,True,SEND_PAYMENT_LINK
CASE_08073,CUST_08073,Robert Chambers,75000,FAILED,INSUFFICIENT_FUNDS,2,0.71,0,False,ESCALATE_HUMAN
CASE_08074,CUST_08074,Tracy Allen,100000,FAILED,TIMEOUT,0,0.48,30,False,ESCALATE_HUMAN
CASE_08075,CUST_08075,Jenna Bennett,4999,FAILED,CARD_DECLINED,0,0.59,20,False,SEND_PAYMENT_LINK
CASE_08076,CUST_08076,Michael Jacobs,4999,ABANDONED,NONE,2,0.29,45,True,ESCALATE_HUMAN
CASE_08077,CUST_08077,Michael Krause,75000,FAILED,TIMEOUT,1,0.56,0,False,ESCALATE_HUMAN
CASE_08078,CUST_08078,Daniel Smith,15000,FAILED,BANK_ERROR,2,0.69,45,False,ESCALATE_HUMAN
CASE_08079,CUST_08079,Linda Bruce,1499,FAILED,INSUFFICIENT_FUNDS,2,0.3,45,False,ESCALATE_HUMAN
CASE_08080,CUST_08080,Ashley Cox,25000,FAILED,NETWORK_ERROR,0,0.73,15,False,SEND_PAYMENT_LINK
CASE_08081,CUST_08081,Charles Lee,4999,FAILED,NETWORK_ERROR,3,0.76,15,False,STOP
CASE_08082,CUST_08082,Michael Martin,4999,ABANDONED,NONE,0,0.85,0,True,SEND_PAYMENT_LINK
CASE_08083,CUST_08083,Calvin Hicks,999,FAILED,TIMEOUT,0,0.43,30,False,ESCALATE_HUMAN
CASE_08084,CUST_08084,Benjamin Mendoza,2499,FAILED,BANK_ERROR,1,0.95,15,False,RETRY_PAYMENT
CASE_08085,CUST_08085,Patricia Baldwin,25000,FAILED,INSUFFICIENT_FUNDS,0,0.74,0,False,SEND_PAYMENT_LINK
CASE_08086,CUST_08086,Ashley Wilson,15000,ABANDONED,NONE,0,0.31,30,True,ESCALATE_HUMAN
CASE_08087,CUST_08087,Darius Perry,15000,FAILED,INSUFFICIENT_FUNDS,3,0.72,15,False,STOP
CASE_08088,CUST_08088,Elizabeth Edwards,2499,FAILED,CARD_DECLINED,0,0.74,10,False,SEND_PAYMENT_LINK
CASE_08089,CUST_08089,Blake Deleon,4999,ABANDONED,NONE,2,0.21,45,True,ESCALATE_HUMAN
CASE_08090,CUST_08090,Adam Gray,499,FAILED,TIMEOUT,1,0.33,0,False,SEND_PAYMENT_LINK
CASE_08091,CUST_08091,William Stone,9999,FAILED,TIMEOUT,3,0.46,10,False,STOP
CASE_08092,CUST_08092,William Cummings,499,FAILED,CARD_DECLINED,1,0.57,10,False,SEND_PAYMENT_LINK
CASE_08093,CUST_08093,Jennifer Gilmore,7999,FAILED,NETWORK_ERROR,2,0.64,0,False,RETRY_PAYMENT
CASE_08094,CUST_08094,Danny Higgins,1499,FAILED,CARD_DECLINED,3,0.46,0,False,STOP
CASE_08095,CUST_08095,Sharon Pena,9999,FAILED,TIMEOUT,0,0.49,45,False,ESCALATE_HUMAN
CASE_08096,CUST_08096,Sarah Williams MD,499,FAILED,CARD_DECLINED,0,0.21,5,False,SEND_PAYMENT_LINK
CASE_08097,CUST_08097,Carol Thomas,499,FAILED,INSUFFICIENT_FUNDS,1,0.56,0,False,SEND_PAYMENT_LINK
CASE_08098,CUST_08098,Laura Hurst,25000,ABANDONED,NONE,3,0.7,0,True,STOP
CASE_08099,CUST_08099,Amanda Benjamin,499,FAILED,TIMEOUT,3,0.26,45,False,STOP
